,beliefself1_100,beliefself2_100,beliefself3_100,beliefself4_100,beliefself5_100,beliefself6_100,beliefself7_100,beliefself8_100,beliefself9_100,beliefothers1_100,beliefothers2_100,beliefothers3_100,beliefothers4_100,beliefothers5_100,beliefothers6_100,beliefothers7_100,beliefothers8_100,beliefothers9_100,emocomp1_100,emocomp2_100,emocomp3_100,emocomp4_100,emocomp5_100,emocomp6_100,emocomp7_100,emocomp8_100,emocomp9_100,engaged1_100,engaged2_100,engaged3_100,engaged4_100,engaged5_100,engaged6_100,engaged7_100,engaged8_100,engaged9_100,psydis1_100,psydis2_100,psydis3_100,psydis4_100,psydis5_100,psydis6_100,psydis7_100,psydis8_100,psydis9_100,psydis10_100,suicidal,homobully,transbully,ethnic,grade,a3,sch_id,formnum
1831,33.333332,66.666664,0.0,33.333332,66.666664,66.666664,66.666664,33.333332,33.333332,0.0,0.0,0.0,66.666664,33.333332,33.333332,33.333332,66.666664,66.666664,66.666664,33.333332,33.333332,66.666664,66.666664,66.666664,66.666664,33.333332,33.333332,66.666664,66.666664,66.666664,33.333332,66.666664,66.666664,66.666664,66.666664,33.333332,66.666664,33.333332,66.666664,66.666664,0.0,66.666664,33.333332,33.333332,66.666664,66.666664,0.0,0.0,0.0,Hispanic,10th,Male,445.0,67081394
1832,0.0,,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,,,33.333332,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,Hispanic,9th,Male,445.0,66749866
1833,33.333332,66.666664,0.0,0.0,0.0,0.0,33.333332,33.333332,0.0,0.0,33.333332,33.333332,0.0,0.0,100.0,0.0,100.0,66.666664,66.666664,100.0,100.0,33.333332,66.666664,66.666664,33.333332,66.666664,100.0,66.666664,100.0,100.0,33.333332,66.666664,0.0,33.333332,66.666664,33.333332,66.666664,100.0,100.0,0.0,33.333332,66.666664,0.0,66.666664,66.666664,66.666664,0.0,1.0,1.0,Pacific Islander,10th,Male,445.0,66751532
1834,33.333332,0.0,0.0,0.0,66.666664,100.0,66.666664,33.333332,33.333332,33.333332,100.0,100.0,66.666664,66.666664,66.666664,66.666664,100.0,100.0,66.666664,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,0.0,0.0,0.0,66.666664,66.666664,33.333332,33.333332,33.333332,33.333332,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,Hispanic,9th,Male,445.0,66748674
1837,66.666664,0.0,100.0,0.0,100.0,0.0,66.666664,0.0,33.333332,0.0,100.0,66.666664,66.666664,100.0,0.0,33.333332,0.0,66.666664,100.0,66.666664,,66.666664,0.0,66.666664,33.333332,33.333332,33.333332,66.666664,33.333332,33.333332,33.333332,66.666664,0.0,33.333332,66.666664,100.0,100.0,100.0,0.0,100.0,66.666664,33.333332,0.0,66.666664,66.666664,33.333332,1.0,1.0,1.0,Hispanic,12th,Male,445.0,66636681
1843,100.0,33.333332,100.0,33.333332,33.333332,100.0,66.666664,0.0,100.0,100.0,100.0,100.0,33.333332,66.666664,0.0,100.0,66.666664,100.0,66.666664,33.333332,33.333332,100.0,33.333332,0.0,66.666664,66.666664,100.0,100.0,0.0,0.0,100.0,33.333332,33.333332,33.333332,66.666664,100.0,66.666664,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,33.333332,0.0,0.0,0.0,Hispanic,12th,Male,446.0,1182044
1844,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,33.333332,33.333332,33.333332,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,33.333332,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,33.333332,33.333332,66.666664,33.333332,66.666664,66.666664,33.333332,66.666664,66.666664,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,1.0,0.0,0.0,White,9th,Male,446.0,1183319
1847,66.666664,0.0,66.666664,0.0,33.333332,33.333332,33.333332,100.0,100.0,0.0,0.0,33.333332,66.666664,66.666664,0.0,0.0,33.333332,33.333332,33.333332,0.0,33.333332,0.0,33.333332,100.0,66.666664,66.666664,66.666664,33.333332,0.0,33.333332,0.0,0.0,66.666664,33.333332,33.333332,0.0,33.333332,33.333332,0.0,33.333332,0.0,33.333332,0.0,33.333332,33.333332,0.0,0.0,1.0,1.0,Hispanic,12th,Female,446.0,1183596
1848,66.666664,66.666664,0.0,0.0,100.0,100.0,66.666664,0.0,66.666664,100.0,,66.666664,0.0,33.333332,66.666664,66.666664,66.666664,0.0,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,0.0,33.333332,66.666664,33.333332,0.0,33.333332,66.666664,100.0,33.333332,66.666664,33.333332,33.333332,66.666664,0.0,66.666664,0.0,0.0,66.666664,0.0,0.0,,1.0,0.0,Hispanic,9th,,446.0,1183471
1849,33.333332,33.333332,33.333332,100.0,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,100.0,33.333332,33.333332,33.333332,100.0,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Hispanic,11th,Male,446.0,1183793
1852,33.333332,0.0,66.666664,100.0,100.0,0.0,66.666664,33.333332,66.666664,33.333332,66.666664,100.0,0.0,100.0,100.0,33.333332,66.666664,100.0,100.0,100.0,100.0,66.666664,100.0,100.0,33.333332,0.0,66.666664,33.333332,100.0,100.0,100.0,,0.0,100.0,66.666664,0.0,,,,,,,,,,,1.0,0.0,0.0,Hispanic,9th,Female,446.0,1183558
2015,,,,,,,,,,33.333332,33.333332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,White,11th,Male,493.0,61736856
2020,0.0,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,33.333332,66.666664,66.666664,33.333332,33.333332,66.666664,33.333332,100.0,33.333332,0.0,66.666664,100.0,66.666664,66.666664,66.666664,100.0,33.333332,0.0,0.0,0.0,33.333332,33.333332,66.666664,33.333332,66.666664,0.0,100.0,100.0,100.0,100.0,100.0,66.666664,66.666664,100.0,100.0,66.666664,1.0,1.0,1.0,Mixed,11th,Male,493.0,61817408
2395,66.666664,100.0,33.333332,66.666664,66.666664,33.333332,66.666664,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,33.333332,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,33.333332,,33.333332,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic,11th,Male,599.0,66978025
2398,0.0,0.0,0.0,33.333332,33.333332,0.0,0.0,0.0,0.0,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,33.333332,33.333332,33.333332,0.0,0.0,0.0,33.333332,33.333332,66.666664,33.333332,0.0,0.0,33.333332,33.333332,0.0,0.0,0.0,0.0,66.666664,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,0.0,0.0,Mixed,9th,Male,599.0,66962839
2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,66.666664,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Hispanic,11th,Male,599.0,66982387
2403,33.333332,33.333332,,66.666664,100.0,66.666664,33.333332,0.0,33.333332,0.0,66.666664,66.666664,100.0,100.0,100.0,100.0,66.666664,100.0,100.0,66.666664,100.0,100.0,100.0,100.0,66.666664,66.666664,100.0,0.0,66.666664,66.666664,33.333332,66.666664,0.0,33.333332,66.666664,33.333332,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,66.666664,100.0,33.333332,0.0,0.0,,Hispanic,9th,Female,600.0,66867224
2406,33.333332,100.0,66.666664,100.0,33.333332,100.0,0.0,33.333332,0.0,100.0,100.0,33.333332,33.333332,66.666664,0.0,66.666664,0.0,33.333332,100.0,100.0,66.666664,100.0,66.666664,100.0,100.0,100.0,33.333332,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic,9th,Male,600.0,66862853
2408,,,,,,,,,,33.333332,33.333332,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispanic,9th,Male,600.0,66980956
2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed,11th,Female,602.0,66980359
2542,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,100.0,100.0,100.0,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,2.0,2.0,White,9th,Male,621.0,65479220
2543,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,100.0,100.0,100.0,,,,,,,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,,,,,,,,,,,,,,,,,,0.0,0.0,,7th,,621.0,65531810
2550,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,0.0,33.333332,33.333332,33.333332,66.666664,66.666664,33.333332,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,100.0,100.0,100.0,33.333332,33.333332,33.333332,0.0,66.666664,0.0,0.0,0.0,33.333332,0.0,66.666664,33.333332,0.0,0.0,0.0,0.0,Hispanic,11th,Female,622.0,65245330
2560,,,,,,,,,,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,Mixed,7th,Male,626.0,65249095
2561,0.0,66.666664,66.666664,0.0,0.0,66.666664,0.0,66.666664,33.333332,66.666664,33.333332,33.333332,33.333332,0.0,33.333332,66.666664,66.666664,66.666664,33.333332,33.333332,66.666664,66.666664,66.666664,66.666664,33.333332,33.333332,33.333332,0.0,0.0,0.0,66.666664,66.666664,66.666664,0.0,0.0,33.333332,100.0,100.0,66.666664,66.666664,100.0,33.333332,100.0,100.0,100.0,100.0,,1.0,0.0,Hispanic,7th,Female,626.0,65254794
2587,100.0,100.0,100.0,100.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,,100.0,,100.0,100.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,Native American,11th,,636.0,65910121
2588,33.333332,33.333332,100.0,100.0,33.333332,33.333332,100.0,100.0,100.0,100.0,,,100.0,,100.0,100.0,100.0,33.333332,66.666664,33.333332,33.333332,100.0,100.0,33.333332,33.333332,100.0,0.0,33.333332,100.0,66.666664,33.333332,66.666664,33.333332,33.333332,33.333332,100.0,100.0,33.333332,66.666664,33.333332,0.0,100.0,0.0,33.333332,100.0,100.0,1.0,,,Native American,10th,,636.0,65875051
2589,33.333332,100.0,0.0,100.0,100.0,33.333332,33.333332,33.333332,33.333332,33.333332,66.666664,66.666664,33.333332,33.333332,33.333332,100.0,100.0,33.333332,100.0,100.0,66.666664,100.0,33.333332,33.333332,33.333332,100.0,33.333332,100.0,33.333332,100.0,33.333332,33.333332,33.333332,0.0,33.333332,0.0,33.333332,33.333332,33.333332,33.333332,100.0,33.333332,100.0,33.333332,100.0,100.0,0.0,0.0,0.0,Hispanic,9th,,636.0,65913262
3176,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,33.333332,66.666664,66.666664,66.666664,66.666664,100.0,66.666664,100.0,100.0,100.0,33.333332,66.666664,66.666664,33.333332,100.0,100.0,0.0,0.0,0.0,0.0,66.666664,66.666664,66.666664,66.666664,66.666664,33.333332,66.666664,66.666664,0.0,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Hispanic,9th,Male,754.0,62508290
3177,,,,,,0.0,,,,33.333332,100.0,100.0,,,,,,,0.0,,,0.0,,,,0.0,,,,100.0,,,66.666664,,,,,,,,,,,,,,0.0,0.0,0.0,Black,11th,Male,754.0,62519438
3267,66.666664,66.666664,66.666664,100.0,100.0,66.666664,0.0,0.0,0.0,0.0,66.666664,100.0,66.666664,66.666664,33.333332,66.666664,66.666664,66.666664,33.333332,33.333332,33.333332,100.0,100.0,100.0,33.333332,66.666664,33.333332,66.666664,66.666664,100.0,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Hispanic,9th,Male,781.0,61374383
3270,,,,,,,,,,33.333332,33.333332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Hispanic,11th,Male,781.0,61409298
3272,66.666664,100.0,33.333332,33.333332,100.0,66.666664,33.333332,0.0,33.333332,100.0,66.666664,100.0,0.0,0.0,0.0,100.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,100.0,66.666664,66.666664,100.0,33.333332,66.666664,66.666664,66.666664,66.666664,100.0,100.0,100.0,0.0,100.0,33.333332,100.0,100.0,33.333332,66.666664,33.333332,0.0,0.0,1.0,0.0,2.0,Hispanic,9th,Female,781.0,61383510
3273,,,,,,,,,,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispanic,9th,Male,781.0,61384580
3274,0.0,33.333332,66.666664,0.0,100.0,100.0,0.0,0.0,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,100.0,100.0,100.0,66.666664,66.666664,66.666664,66.666664,100.0,66.666664,33.333332,66.666664,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,100.0,66.666664,66.666664,100.0,66.666664,100.0,100.0,66.666664,0.0,1.0,0.0,1.0,White,9th,Male,781.0,61362897
3277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,66.666664,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9th,,782.0,61448410
3284,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,1.0,0.0,0.0,,9th,,782.0,61409806
3285,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,100.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Mixed,9th,,782.0,61448358
3289,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White,11th,Male,782.0,61363746
3291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,White,9th,Male,782.0,61453557
3292,33.333332,66.666664,33.333332,33.333332,0.0,0.0,66.666664,33.333332,33.333332,33.333332,66.666664,0.0,33.333332,33.333332,33.333332,66.666664,33.333332,33.333332,33.333332,100.0,33.333332,100.0,66.666664,66.666664,100.0,100.0,66.666664,0.0,33.333332,0.0,33.333332,33.333332,33.333332,33.333332,0.0,0.0,100.0,33.333332,0.0,33.333332,100.0,100.0,66.666664,66.666664,100.0,66.666664,1.0,1.0,1.0,Hispanic,11th,Male,782.0,61664438
3293,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,66.666664,33.333332,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,2.0,2.0,Mixed,9th,Male,783.0,61423181
3295,100.0,100.0,100.0,100.0,100.0,100.0,33.333332,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic,11th,Male,783.0,61447339
3298,0.0,33.333332,33.333332,0.0,0.0,66.666664,33.333332,33.333332,100.0,0.0,0.0,0.0,0.0,100.0,0.0,66.666664,33.333332,100.0,33.333332,33.333332,100.0,0.0,66.666664,100.0,0.0,66.666664,100.0,0.0,33.333332,66.666664,66.666664,0.0,66.666664,100.0,66.666664,33.333332,0.0,66.666664,0.0,66.666664,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,Hispanic,9th,Female,783.0,61457284
3302,33.333332,33.333332,66.666664,66.666664,66.666664,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,,,,,,,33.333332,100.0,66.666664,33.333332,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,7th,Male,785.0,61543898
3303,33.333332,100.0,66.666664,0.0,100.0,33.333332,100.0,100.0,0.0,0.0,0.0,0.0,33.333332,66.666664,33.333332,0.0,0.0,0.0,33.333332,66.666664,33.333332,33.333332,100.0,100.0,0.0,33.333332,33.333332,100.0,100.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,0.0,33.333332,66.666664,33.333332,33.333332,100.0,33.333332,33.333332,100.0,33.333332,,0.0,0.0,Hispanic,7th,Male,785.0,61544561
3309,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,Black,7th,Male,785.0,61412668
3671,33.333332,66.666664,33.333332,0.0,33.333332,33.333332,33.333332,33.333332,33.333332,66.666664,33.333332,33.333332,66.666664,33.333332,0.0,100.0,100.0,100.0,33.333332,33.333332,33.333332,100.0,100.0,66.666664,33.333332,33.333332,33.333332,66.666664,0.0,33.333332,33.333332,33.333332,33.333332,100.0,100.0,66.666664,0.0,66.666664,33.333332,66.666664,33.333332,,0.0,33.333332,33.333332,66.666664,,0.0,0.0,,7th,Male,853.0,66409836
3685,33.333332,33.333332,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,33.333332,66.666664,33.333332,33.333332,0.0,66.666664,100.0,100.0,100.0,66.666664,33.333332,66.666664,33.333332,66.666664,100.0,66.666664,100.0,33.333332,0.0,0.0,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,66.666664,66.666664,33.333332,33.333332,0.0,100.0,33.333332,66.666664,0.0,0.0,1.0,White,9th,Male,858.0,62189867
3686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic,9th,Male,858.0,62136786
3708,33.333332,33.333332,66.666664,33.333332,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,66.666664,33.333332,100.0,,100.0,33.333332,66.666664,33.333332,66.666664,66.666664,33.333332,66.666664,33.333332,33.333332,33.333332,33.333332,66.666664,66.666664,66.666664,66.666664,33.333332,,66.666664,33.333332,66.666664,33.333332,33.333332,66.666664,33.333332,33.333332,100.0,66.666664,33.333332,33.333332,66.666664,0.0,1.0,1.0,Hispanic,9th,Male,862.0,61004177
3712,33.333332,33.333332,66.666664,100.0,100.0,33.333332,0.0,0.0,100.0,0.0,66.666664,33.333332,100.0,66.666664,100.0,100.0,100.0,66.666664,33.333332,66.666664,100.0,33.333332,33.333332,66.666664,100.0,66.666664,33.333332,100.0,66.666664,66.666664,100.0,66.666664,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic,9th,Male,862.0,61113520
3715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic,9th,Male,862.0,61002863
3722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,66.666664,33.333332,33.333332,100.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Hispanic,11th,Female,863.0,62505342
3724,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333332,66.666664,66.666664,100.0,100.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,66.666664,66.666664,33.333332,0.0,33.333332,33.333332,0.0,66.666664,0.0,0.0,66.666664,0.0,0.0,0.0,0.0,White,9th,Male,863.0,62416479
3726,33.333332,66.666664,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,66.666664,66.666664,100.0,100.0,100.0,100.0,100.0,66.666664,66.666664,66.666664,100.0,100.0,33.333332,66.666664,33.333332,0.0,100.0,33.333332,0.0,0.0,0.0,33.333332,0.0,33.333332,0.0,0.0,0.0,33.333332,100.0,100.0,100.0,100.0,100.0,0.0,33.333332,100.0,0.0,0.0,0.0,1.0,Hispanic,11th,Male,864.0,62154039
3750,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,100.0,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,0.0,0.0,33.333332,0.0,0.0,33.333332,0.0,33.333332,66.666664,100.0,66.666664,33.333332,0.0,33.333332,33.333332,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,,0.0,0.0,,7th,Male,868.0,62741689
